"couple"	"ppnr"	"beepnr"	"DayESM"	"happy"	"relaxed"	"enact_respons"	"together_0"	"together_1"
112	112	44	5	36	61	86	NA	1
112	112	45	6	48	69	82	NA	1
112	112	46	6	32	32	87	NA	1
112	112	47	6	85	75	83	NA	1
112	112	48	6	83	83	81	NA	1
112	112	49	6	89	86	88	NA	1
112	112	50	6	88	75	88	NA	1
112	112	51	7	NA	NA	NA	NA	NA
112	112	52	7	82	63	90	NA	1
112	112	53	7	92	87	87	NA	1
112	112	54	7	81	80	84	NA	1
112	112	55	7	91	81	86	NA	1
112	112	56	7	87	86	89	NA	1
112	112	57	8	88	86	82	NA	1
112	112	58	8	73	62	86	NA	1
112	112	59	8	74	88	84	NA	1
112	112	60	8	87	90	88	NA	1
112	112	61	8	86	84	94	NA	1
112	112	62	8	91	91	88	NA	1
113	113	1	1	65	66	69	NA	1
113	113	2	1	54	55	64	NA	1
113	113	3	2	50	49	51	NA	1
113	113	4	2	46	35	37	1	NA
113	113	5	2	52	41	57	1	NA
113	113	6	2	52	38	54	1	NA
113	113	7	2	42	31	60	NA	1
113	113	8	2	44	44	57	1	NA
113	113	9	3	49	37	53	NA	1
113	113	10	3	51	25	46	NA	1
113	113	11	3	74	48	84	NA	1
113	113	12	3	73	46	67	NA	1
113	113	13	3	59	50	94	NA	1
113	113	14	3	65	45	58	NA	1
113	113	15	3	74	73	55	NA	1
113	113	16	3	76	57	77	NA	1
113	113	17	3	63	58	75	NA	1
113	113	18	3	66	60	60	NA	1
113	113	19	3	70	60	48	NA	1
113	113	20	3	87	81	67	NA	1
113	113	21	3	77	79	60	NA	1
113	113	22	3	68	42	62	NA	1
113	113	23	4	69	64	84	NA	1
113	113	24	4	48	39	83	NA	1
113	113	25	4	52	66	76	NA	1
113	113	26	4	68	78	86	NA	1
113	113	27	4	95	98	75	NA	1
113	113	28	4	62	71	62	NA	1
113	113	29	4	65	92	85	NA	1
113	113	30	4	62	82	74	NA	1
113	113	31	4	61	92	63	NA	1
113	113	32	4	74	88	73	NA	1
113	113	33	4	50	71	58	NA	1
113	113	34	4	85	90	66	NA	1
113	113	35	4	82	87	59	NA	1
113	113	36	4	76	92	82	NA	1
113	113	37	5	58	56	74	1	NA
113	113	38	5	61	60	83	NA	1
113	113	39	5	73	83	67	NA	1
113	113	40	5	61	68	67	NA	1
113	113	41	5	74	82	64	1	NA
113	113	42	5	63	81	68	1	NA
113	113	43	6	56	41	62	1	NA
113	113	44	6	71	54	75	1	NA
113	113	45	6	57	61	81	NA	1
113	113	46	6	70	78	74	NA	1
113	113	47	6	69	82	71	NA	1
113	113	48	6	81	86	75	NA	1
113	113	49	7	39	36	51	1	NA
113	113	50	7	36	53	36	1	NA
113	113	51	7	60	76	76	NA	1
113	113	52	7	64	58	61	NA	1
113	113	53	7	66	64	67	NA	1
113	113	54	7	72	83	69	NA	1
113	113	55	8	68	66	77	1	NA
113	113	56	8	59	74	74	NA	1
113	113	57	8	63	67	78	NA	1
113	113	58	8	82	86	80	1	NA
113	113	59	8	72	75	79	1	NA
113	113	60	8	61	62	65	NA	1
114	114	1	3	28	42	70	NA	1
114	114	2	3	29	43	32	NA	1
114	114	3	3	71	59	81	NA	1
114	114	4	3	56	87	50	NA	1
114	114	5	3	NA	NA	NA	NA	NA
114	114	6	3	58	93	40	NA	1
114	114	7	3	62	97	48	NA	1
114	114	8	3	59	75	54	NA	1
114	114	9	3	77	48	43	NA	1
114	114	10	3	79	82	56	NA	1
114	114	11	3	84	83	54	1	NA
114	114	12	3	NA	NA	NA	NA	NA
114	114	13	3	77	92	69	NA	1
114	114	14	3	99	99	98	NA	1
114	114	15	4	79	70	48	NA	1
114	114	16	4	64	78	69	NA	1
114	114	17	4	40	40	30	1	NA
114	114	18	4	35	55	40	1	NA
114	114	19	4	49	99	51	NA	1
114	114	20	4	19	85	49	NA	1
114	114	21	4	80	55	53	NA	1
114	114	22	4	86	53	56	NA	1
114	114	23	4	92	46	55	NA	1
114	114	24	4	NA	NA	NA	NA	NA
114	114	25	4	87	68	76	NA	1
114	114	26	4	64	85	53	NA	1
114	114	27	4	44	38	46	1	NA
114	114	28	4	72	84	48	NA	1
114	114	29	5	NA	NA	NA	NA	NA
114	114	30	5	38	85	78	1	NA
114	114	31	5	41	82	47	1	NA
114	114	32	5	52	62	56	1	NA
114	114	33	5	41	62	56	1	NA
114	114	34	5	64	64	52	1	NA
114	114	35	6	25	72	24	1	NA
114	114	36	6	28	39	74	1	NA
114	114	37	6	24	35	76	1	NA
114	114	38	6	13	68	49	1	NA
114	114	39	6	15	71	49	1	NA
114	114	40	6	50	47	78	1	NA
114	114	41	7	90	88	58	NA	1
114	114	42	7	28	34	62	NA	1
114	114	43	7	22	22	19	NA	1
114	114	44	7	68	34	63	NA	1
114	114	45	7	73	78	56	NA	1
114	114	46	7	63	60	54	NA	1
114	114	47	8	24	30	66	1	NA
114	114	48	8	NA	NA	NA	NA	NA
114	114	49	8	28	67	60	1	NA
114	114	50	8	59	75	58	1	NA
114	114	51	8	70	85	57	1	NA
114	114	52	8	15	72	53	1	NA
114	114	53	9	28	21	74	NA	1
114	114	54	9	NA	NA	NA	NA	NA
114	114	55	9	NA	NA	NA	NA	NA
114	114	56	9	20	14	22	NA	1
114	114	57	9	55	60	46	NA	1
114	114	58	9	51	60	50	1	NA
114	114	59	10	60	45	76	1	NA
114	114	60	10	67	32	70	1	NA
114	114	61	10	17	27	55	NA	1
114	114	62	10	52	59	45	NA	1
114	114	63	10	63	41	61	NA	1
114	114	64	10	79	87	76	NA	1
114	114	65	10	NA	NA	NA	NA	NA
114	114	66	10	NA	NA	NA	NA	NA
114	114	67	10	7	67	23	NA	1
114	114	68	10	26	84	40	NA	1
114	114	69	10	24	75	56	NA	1
114	114	70	10	17	64	52	NA	1
114	114	71	10	62	67	51	NA	1
114	114	72	10	54	54	35	NA	1
115	115	1	3	NA	NA	NA	NA	NA
115	115	2	3	71	69	75	NA	1
115	115	3	3	61	53	76	1	NA
115	115	4	3	53	50	64	1	NA
115	115	5	3	53	49	74	1	NA
115	115	6	3	61	50	70	1	NA
115	115	7	3	55	58	58	1	NA
115	115	8	3	56	50	58	1	NA
115	115	9	3	61	66	74	1	NA
115	115	10	3	62	63	64	1	NA
115	115	11	3	53	66	55	1	NA
115	115	12	3	60	64	51	1	NA
115	115	13	4	63	90	50	1	NA
115	115	14	4	53	69	67	1	NA
115	115	15	4	59	53	50	1	NA
115	115	16	4	56	62	66	NA	1
115	115	17	4	66	61	50	1	NA
115	115	18	4	74	88	60	1	NA
115	115	19	4	70	100	76	NA	1
115	115	20	4	83	80	69	NA	1
115	115	21	4	65	78	84	NA	1
115	115	22	4	75	84	70	NA	1
115	115	23	4	65	74	60	NA	1
115	115	24	4	70	84	77	NA	1
115	115	25	4	78	83	70	NA	1
115	115	26	4	63	74	51	NA	1
115	115	27	5	61	63	79	1	NA
115	115	28	5	62	58	62	1	NA
115	115	29	5	NA	NA	NA	NA	NA
115	115	30	5	52	64	63	NA	1
115	115	31	5	61	54	76	NA	1
115	115	32	5	60	60	66	NA	1
115	115	33	6	62	59	76	1	NA
115	115	34	6	68	71	69	1	NA
115	115	35	6	84	89	84	NA	1
115	115	36	6	86	84	67	NA	1
115	115	37	6	63	69	74	1	NA
115	115	38	6	78	92	68	1	NA
115	115	39	7	94	74	73	1	NA
115	115	40	7	78	67	79	1	NA
115	115	41	7	100	99	74	NA	1
115	115	42	7	100	100	82	NA	1
115	115	43	7	80	75	85	NA	1
115	115	44	7	99	100	74	NA	1
115	115	45	8	66	80	53	1	NA
115	115	46	8	54	71	80	1	NA
115	115	47	8	75	100	87	1	NA
115	115	48	8	78	100	84	NA	1
115	115	49	8	62	79	85	NA	1
115	115	50	8	65	76	75	NA	1
115	115	51	9	74	67	45	1	NA
115	115	52	9	64	76	69	1	NA
115	115	53	9	83	88	76	1	NA
115	115	54	9	100	100	92	NA	1
115	115	55	9	100	100	90	NA	1
115	115	56	9	100	100	91	NA	1
115	115	57	10	79	83	87	NA	1
115	115	58	10	100	100	90	NA	1
115	115	59	10	89	100	90	NA	1
115	115	60	10	53	93	63	NA	1
115	115	61	10	34	54	53	NA	1
115	115	62	10	39	65	63	1	NA
115	115	63	10	66	75	63	1	NA
115	115	64	10	65	82	60	NA	1
115	115	65	10	93	94	100	NA	1
115	115	66	10	100	100	92	NA	1
115	115	67	10	100	100	100	NA	1
115	115	68	10	100	100	82	NA	1
115	115	69	10	100	100	100	NA	1
115	115	70	10	100	100	100	NA	1
116	116	1	3	58	52	89	1	NA
116	116	2	3	91	85	90	NA	1
116	116	3	3	100	93	91	NA	1
116	116	4	3	79	76	91	NA	1
116	116	5	3	50	29	81	NA	1
116	116	6	3	50	51	91	NA	1
116	116	7	3	79	73	85	NA	1
116	116	8	3	79	77	76	NA	1
116	116	9	3	25	30	76	NA	1
116	116	10	3	3	7	74	NA	1
116	116	11	4	58	8	75	NA	1
116	116	12	4	34	7	69	NA	1
116	116	13	4	55	44	85	NA	1
116	116	14	4	66	17	81	NA	1
116	116	15	4	76	82	87	NA	1
116	116	16	4	88	81	90	NA	1
116	116	17	4	49	46	98	NA	1
116	116	18	4	86	94	94	NA	1
116	116	19	4	91	89	93	NA	1
116	116	20	4	74	77	78	1	NA
116	116	21	4	79	71	65	1	NA
116	116	22	4	81	82	84	1	NA
116	116	23	4	50	62	64	NA	1
116	116	24	4	51	69	100	NA	1
116	116	25	5	5	25	80	NA	1
116	116	26	5	47	48	77	NA	1
116	116	27	5	NA	NA	NA	NA	NA
116	116	28	5	NA	NA	NA	NA	NA
116	116	29	5	34	78	77	NA	1
116	116	30	5	43	72	86	NA	1
116	116	31	6	83	78	100	1	NA
116	116	32	6	6	61	100	NA	1
116	116	33	6	61	36	97	NA	1
116	116	34	6	57	77	89	NA	1
116	116	35	6	10	37	100	NA	1
116	116	36	6	48	70	100	NA	1
116	116	37	7	NA	NA	NA	NA	NA
116	116	38	7	90	83	86	NA	1
116	116	39	7	79	73	87	NA	1
116	116	40	7	2	73	84	NA	1
116	116	41	7	48	64	88	NA	1
116	116	42	7	41	36	100	NA	1
116	116	43	8	11	14	89	1	NA
116	116	44	8	50	29	100	NA	1
116	116	45	8	17	0	86	NA	1
116	116	46	8	71	74	100	1	NA
116	116	47	8	88	84	100	NA	1
116	116	48	8	79	78	100	NA	1
116	116	49	9	100	100	100	NA	1
116	116	50	9	92	95	100	NA	1
116	116	51	9	84	75	100	NA	1
116	116	52	9	80	74	100	NA	1
116	116	53	9	49	60	92	NA	1
116	116	54	9	76	53	100	NA	1
116	116	55	10	32	32	100	1	NA
116	116	56	10	66	61	100	NA	1
116	116	57	10	82	73	0	NA	1
116	116	58	10	73	58	100	NA	1
116	116	59	10	69	48	100	NA	1
116	116	60	10	22	11	100	NA	1
116	116	61	10	75	75	100	NA	1
116	116	62	10	76	73	100	NA	1
116	116	63	10	40	59	100	NA	1
116	116	64	10	80	84	100	NA	1
116	116	65	10	81	78	100	NA	1
116	116	66	10	90	78	0	NA	1
116	116	67	10	41	53	100	NA	1
116	116	68	10	64	62	100	NA	1
117	117	1	3	NA	NA	NA	NA	NA
117	117	2	3	NA	NA	NA	NA	NA
117	117	3	3	63	71	83	NA	1
117	117	4	4	75	93	77	NA	1
117	117	5	4	75	70	72	NA	1
117	117	6	4	98	93	79	NA	1
117	117	7	4	81	97	82	NA	1
117	117	8	4	87	88	82	NA	1
117	117	9	4	80	90	87	NA	1
117	117	10	4	89	80	80	NA	1
117	117	11	4	80	49	70	NA	1
117	117	12	4	2	52	84	NA	1
117	117	13	4	3	61	86	NA	1
117	117	14	4	86	66	78	NA	1
117	117	15	4	92	92	84	NA	1
117	117	16	4	88	93	10	NA	1
117	117	17	4	89	80	90	NA	1
117	117	18	5	65	57	72	1	NA
117	117	19	5	57	54	79	1	NA
117	117	20	5	61	54	77	1	NA
117	117	21	5	85	61	85	NA	1
117	117	22	5	69	74	81	NA	1
117	117	23	5	83	77	82	NA	1
117	117	24	6	64	50	89	1	NA
117	117	25	6	62	51	81	1	NA
117	117	26	6	65	51	75	1	NA
117	117	27	6	79	83	84	NA	1
117	117	28	6	72	70	66	NA	1
117	117	29	6	74	67	85	NA	1
117	117	30	7	89	100	86	1	NA
117	117	31	7	94	96	88	1	NA
117	117	32	7	86	93	83	1	NA
117	117	33	7	94	88	88	1	NA
117	117	34	7	86	89	87	1	NA
117	117	35	7	87	96	92	NA	1
117	117	36	8	95	73	90	1	NA
117	117	37	8	93	90	89	1	NA
117	117	38	8	76	60	88	1	NA
117	117	39	8	88	84	86	1	NA
117	117	40	8	74	78	70	NA	1
117	117	41	8	75	76	82	NA	1
117	117	42	9	NA	NA	NA	NA	NA
117	117	43	9	NA	NA	NA	NA	NA
117	117	44	9	NA	NA	NA	NA	NA
117	117	45	9	NA	NA	NA	NA	NA
117	117	46	9	NA	NA	NA	NA	NA
117	117	47	9	NA	NA	NA	NA	NA
117	117	48	10	62	52	81	1	NA
117	117	49	10	78	75	72	1	NA
117	117	50	10	82	88	79	1	NA
117	117	51	10	91	85	87	1	NA
117	117	52	10	69	62	84	1	NA
117	117	53	10	78	80	80	1	NA
117	117	54	10	75	63	78	1	NA
117	117	55	10	75	73	78	1	NA
117	117	56	10	72	74	80	1	NA
117	117	57	10	74	81	80	1	NA
117	117	58	10	41	31	48	NA	1
117	117	59	10	39	30	57	NA	1
117	117	60	10	91	84	82	NA	1
117	117	61	10	88	74	88	NA	1
1	701	1	3	59	66	66	NA	1
1	701	2	3	58	67	49	NA	1
1	701	3	3	60	71	37	1	NA
1	701	4	3	56	62	54	NA	1
1	701	5	3	59	65	61	NA	1
1	701	6	4	52	47	37	1	NA
1	701	7	4	54	45	38	1	NA
1	701	8	4	NA	NA	NA	NA	NA
1	701	9	4	49	55	60	1	NA
1	701	10	4	49	51	53	1	NA
1	701	11	4	50	49	43	1	NA
1	701	12	5	57	11	53	NA	1
1	701	13	5	53	60	45	1	NA
1	701	14	5	NA	NA	NA	NA	NA
1	701	15	5	50	53	39	1	NA
1	701	16	5	59	55	55	1	NA
1	701	17	5	52	50	45	1	NA
1	701	18	5	49	57	52	1	NA
1	701	19	5	47	55	40	1	NA
1	701	20	5	51	56	46	1	NA
1	701	21	5	55	49	35	1	NA
1	701	22	5	NA	NA	NA	NA	NA
1	701	23	5	41	49	42	NA	1
1	701	24	5	47	48	43	NA	1
1	701	25	5	46	46	57	NA	1
1	701	26	6	58	53	46	1	NA
1	701	27	6	NA	NA	NA	NA	NA
1	701	28	6	43	61	53	1	NA
1	701	29	6	49	58	48	1	NA
1	701	30	6	47	34	46	1	NA
1	701	31	6	NA	NA	NA	NA	NA
1	701	32	6	NA	NA	NA	NA	NA
1	701	33	6	NA	NA	NA	NA	NA
1	701	34	6	NA	NA	NA	NA	NA
1	701	35	6	NA	NA	NA	NA	NA
1	701	36	6	47	52	55	1	NA
1	701	37	6	52	60	46	1	NA
1	701	38	6	NA	NA	NA	NA	NA
1	701	39	6	53	55	53	1	NA
1	701	40	7	57	55	56	1	NA
1	701	41	7	46	10	55	1	NA
1	701	42	7	55	49	10	1	NA
1	701	43	7	NA	NA	NA	NA	NA
1	701	44	7	NA	NA	NA	NA	NA
1	701	45	7	52	48	53	1	NA
1	701	46	8	NA	NA	NA	NA	NA
1	701	47	8	51	48	47	1	NA
1	701	48	8	48	58	59	1	NA
1	701	49	8	NA	NA	NA	NA	NA
1	701	50	8	47	28	51	1	NA
1	701	51	8	55	64	59	1	NA
1	701	52	9	51	46	55	1	NA
1	701	53	9	49	52	52	1	NA
1	701	54	9	47	53	54	NA	1
1	701	55	9	54	55	53	NA	1
1	701	56	9	59	67	57	NA	1
1	701	57	9	58	55	54	1	NA
1	701	58	10	NA	NA	NA	NA	NA
1	701	59	10	56	58	50	NA	1
1	701	60	10	NA	NA	NA	NA	NA
1	701	61	10	57	59	66	NA	1
1	701	62	10	68	69	67	NA	1
1	701	63	10	NA	NA	NA	NA	NA
6	706	1	26	69	80	78	NA	1
6	706	2	26	50	68	68	NA	1
6	706	3	26	57	45	58	NA	1
6	706	4	26	61	69	74	NA	1
6	706	5	26	71	77	70	NA	1
6	706	6	26	80	100	80	NA	1
6	706	7	26	67	75	66	NA	1
6	706	8	26	54	75	60	NA	1
6	706	9	26	69	61	62	NA	1
6	706	10	26	52	68	60	1	NA
6	706	11	26	55	59	66	1	NA
6	706	12	27	57	56	52	NA	1
6	706	13	27	54	69	62	NA	1
6	706	14	27	49	56	54	NA	1
6	706	15	27	52	51	51	NA	1
6	706	16	27	48	56	67	NA	1
6	706	17	27	61	64	55	NA	1
6	706	18	27	58	57	62	NA	1
6	706	19	27	1	54	54	NA	1
6	706	20	27	58	71	62	NA	1
6	706	21	27	52	62	59	NA	1
6	706	22	27	52	52	58	NA	1
6	706	23	27	61	59	66	NA	1
6	706	24	27	54	74	60	NA	1
6	706	25	27	50	54	54	NA	1
6	706	26	28	51	55	52	NA	1
6	706	27	28	58	65	54	NA	1
6	706	28	28	58	48	56	NA	1
6	706	29	28	68	67	62	1	NA
6	706	30	28	52	50	68	NA	1
6	706	31	28	55	64	51	NA	1
6	706	32	29	53	48	58	1	NA
6	706	33	29	NA	NA	NA	NA	NA
6	706	34	29	52	31	50	1	NA
6	706	35	29	46	60	64	NA	1
6	706	36	29	50	52	69	NA	1
6	706	37	29	53	51	55	NA	1
6	706	38	30	53	39	57	1	NA
6	706	39	30	NA	NA	NA	NA	NA
6	706	40	30	NA	NA	NA	NA	NA
6	706	41	30	50	49	53	NA	1
6	706	42	30	46	46	55	NA	1
6	706	43	30	52	49	69	1	NA
6	706	44	31	50	53	74	1	NA
6	706	45	31	50	52	57	1	NA
6	706	46	31	56	53	57	1	NA
6	706	47	31	54	52	59	NA	1
6	706	48	31	77	74	94	1	NA
6	706	49	31	73	73	83	1	NA
6	706	50	1	NA	NA	NA	NA	NA
6	706	51	1	NA	NA	NA	NA	NA
6	706	52	1	55	44	52	NA	1
6	706	53	1	37	39	54	NA	1
6	706	54	1	56	51	66	NA	1
6	706	55	1	51	50	64	1	NA
6	706	56	2	NA	NA	NA	NA	NA
6	706	57	2	53	50	58	NA	1
6	706	58	2	55	56	67	NA	1
6	706	59	2	57	54	57	NA	1
6	706	60	2	NA	NA	NA	NA	NA
6	706	61	2	NA	NA	NA	NA	NA
6	706	62	2	44	33	59	NA	1
6	706	63	2	48	30	52	NA	1
6	706	64	2	0	53	54	NA	1
6	706	65	2	49	50	60	NA	1
6	706	66	2	54	40	57	NA	1
6	706	67	2	48	46	52	NA	1
6	706	68	2	53	56	62	NA	1
6	706	69	2	NA	NA	NA	NA	NA
7	707	1	26	78	84	74	NA	1
7	707	2	26	72	82	75	NA	1
7	707	3	26	77	60	79	NA	1
7	707	4	26	75	83	73	NA	1
7	707	5	26	85	60	82	NA	1
7	707	6	26	67	80	5	1	NA
7	707	7	26	NA	NA	NA	NA	NA
7	707	8	26	NA	NA	NA	NA	NA
7	707	9	26	90	90	79	1	NA
7	707	10	27	49	54	71	NA	1
7	707	11	27	60	76	68	1	NA
7	707	12	27	73	83	8	NA	1
7	707	13	27	57	56	86	NA	1
7	707	14	27	74	64	76	NA	1
7	707	15	27	78	74	73	NA	1
7	707	16	27	63	61	80	1	NA
7	707	17	27	74	76	74	1	NA
7	707	18	27	52	54	81	1	NA
7	707	19	27	70	68	78	1	NA
7	707	20	27	30	39	82	NA	1
7	707	21	27	81	88	74	NA	1
7	707	22	27	73	74	73	NA	1
7	707	23	27	NA	NA	NA	NA	NA
7	707	24	28	43	36	74	1	NA
7	707	25	28	50	61	63	1	NA
7	707	26	28	67	74	62	1	NA
7	707	27	28	64	44	68	NA	1
7	707	28	28	61	48	76	NA	1
7	707	29	28	75	88	78	NA	1
7	707	30	29	NA	NA	NA	NA	NA
7	707	31	29	30	24	72	NA	1
7	707	32	29	53	68	75	NA	1
7	707	33	29	58	67	79	1	NA
7	707	34	29	52	14	69	1	NA
7	707	35	29	58	66	76	1	NA
7	707	36	30	27	50	68	1	NA
7	707	37	30	15	4	72	NA	1
7	707	38	30	1	6	58	NA	1
7	707	39	30	4	4	57	1	NA
7	707	40	30	6	2	74	1	NA
7	707	41	30	7	4	85	NA	1
7	707	42	31	9	3	71	1	NA
7	707	43	31	96	2	67	NA	1
7	707	44	31	4	2	57	NA	1
7	707	45	31	1	6	46	NA	1
7	707	46	31	96	6	35	NA	1
7	707	47	31	10	8	57	1	NA
7	707	48	1	NA	NA	NA	NA	NA
7	707	49	1	42	42	61	1	NA
7	707	50	1	86	100	72	1	NA
7	707	51	1	90	94	72	1	NA
7	707	52	1	53	47	68	1	NA
7	707	53	1	67	67	65	NA	1
7	707	54	2	48	41	76	1	NA
7	707	55	2	42	68	65	1	NA
7	707	56	2	58	70	75	1	NA
7	707	57	2	64	70	75	NA	1
7	707	58	2	77	78	70	NA	1
7	707	59	2	70	83	74	NA	1
7	707	60	2	82	81	84	NA	1
7	707	61	2	69	80	76	NA	1
7	707	62	2	100	76	85	NA	1
7	707	63	2	61	72	74	NA	1
7	707	64	2	69	78	73	NA	1
7	707	65	2	70	86	77	1	NA
7	707	66	2	75	75	74	NA	1
7	707	67	2	NA	NA	NA	NA	NA
8	708	1	26	51	60	95	1	NA
8	708	2	26	39	63	48	1	NA
8	708	3	26	48	45	85	NA	1
8	708	4	26	42	45	55	1	NA
8	708	5	26	48	52	82	NA	1
8	708	6	26	41	51	52	1	NA
8	708	7	27	63	88	100	NA	1
8	708	8	27	94	96	76	NA	1
8	708	9	27	40	33	52	1	NA
8	708	10	27	46	51	56	1	NA
8	708	11	27	60	38	85	NA	1
8	708	12	27	65	74	92	NA	1
8	708	13	27	71	78	89	NA	1
8	708	14	27	54	76	100	NA	1
8	708	15	27	35	39	70	NA	1
8	708	16	27	55	52	88	NA	1
8	708	17	27	63	64	81	NA	1
8	708	18	27	62	64	98	1	NA
8	708	19	27	27	44	100	NA	1
8	708	20	27	52	52	94	1	NA
8	708	21	28	47	55	74	1	NA
8	708	22	28	43	30	78	1	NA
8	708	23	28	76	75	54	1	NA
8	708	24	28	51	63	100	NA	1
8	708	25	28	52	64	77	NA	1
8	708	26	28	29	34	100	NA	1
8	708	27	29	42	34	86	1	NA
8	708	28	29	62	60	98	NA	1
8	708	29	29	63	62	100	NA	1
8	708	30	29	64	65	87	NA	1
8	708	31	29	34	0	85	1	NA
8	708	32	29	64	70	78	NA	1
8	708	33	30	53	41	76	1	NA
8	708	34	30	35	24	49	1	NA
8	708	35	30	62	63	91	NA	1
8	708	36	30	60	64	100	NA	1
8	708	37	30	61	63	89	NA	1
8	708	38	30	51	57	100	NA	1
8	708	39	31	53	59	50	1	NA
8	708	40	31	51	61	52	1	NA
8	708	41	31	69	60	55	1	NA
8	708	42	31	62	59	52	1	NA
8	708	43	31	NA	NA	NA	NA	NA
8	708	44	31	51	56	56	1	NA
8	708	45	1	42	43	66	1	NA
8	708	46	1	62	55	57	1	NA
8	708	47	1	53	53	51	1	NA
8	708	48	1	0	38	49	1	NA
8	708	49	1	51	58	54	1	NA
8	708	50	1	53	65	58	1	NA
8	708	51	2	62	69	62	1	NA
8	708	52	2	40	49	43	1	NA
8	708	53	2	35	33	34	1	NA
8	708	54	2	59	65	60	1	NA
8	708	55	2	58	64	55	1	NA
8	708	56	2	58	70	64	1	NA
8	708	57	2	52	62	57	1	NA
8	708	58	2	56	49	51	1	NA
8	708	59	2	41	38	55	NA	1
8	708	60	2	60	62	100	NA	1
8	708	61	2	60	66	100	1	NA
8	708	62	2	58	66	100	NA	1
8	708	63	2	80	83	100	NA	1
8	708	64	2	78	100	100	NA	1
9	709	1	30	56	53	73	NA	1
9	709	2	30	86	66	87	NA	1
9	709	3	30	87	72	78	NA	1
9	709	4	30	82	84	84	1	NA
9	709	5	30	45	78	58	NA	1
9	709	6	31	50	53	55	NA	1
9	709	7	31	69	81	59	NA	1
9	709	8	31	65	64	80	NA	1
9	709	9	31	86	78	84	NA	1
9	709	10	31	82	85	55	NA	1
9	709	11	31	50	50	75	NA	1
9	709	12	1	90	75	78	NA	1
9	709	13	1	54	51	46	NA	1
9	709	14	1	86	79	63	NA	1
9	709	15	1	80	73	53	NA	1
9	709	16	1	87	78	90	NA	1
9	709	17	1	72	76	58	NA	1
9	709	18	2	67	84	62	NA	1
9	709	19	2	68	82	70	NA	1
9	709	20	2	54	49	59	NA	1
9	709	21	2	66	88	40	NA	1
9	709	22	2	30	42	71	NA	1
9	709	23	2	58	63	68	1	NA
9	709	24	2	52	49	100	NA	1
9	709	25	2	73	86	65	NA	1
9	709	26	2	50	46	56	NA	1
9	709	27	2	51	49	78	NA	1
9	709	28	2	70	83	52	NA	1
9	709	29	2	76	67	73	NA	1
9	709	30	2	63	46	48	NA	1
9	709	31	2	52	68	55	NA	1
9	709	32	3	40	73	86	NA	1
9	709	33	3	70	72	75	1	NA
9	709	34	3	80	78	73	NA	1
9	709	35	3	71	79	78	NA	1
9	709	36	3	86	82	75	NA	1
9	709	37	3	72	85	81	NA	1
9	709	38	3	73	76	73	NA	1
9	709	39	3	75	79	74	NA	1
9	709	40	3	77	75	77	NA	1
9	709	41	3	87	90	88	NA	1
9	709	42	3	80	83	55	NA	1
9	709	43	3	81	83	81	NA	1
9	709	44	3	73	68	72	NA	1
9	709	45	3	83	77	70	NA	1
9	709	46	4	64	83	66	NA	1
9	709	47	4	85	94	83	NA	1
9	709	48	4	86	83	82	NA	1
9	709	49	4	68	43	85	NA	1
9	709	50	4	83	79	68	NA	1
9	709	51	4	78	74	78	NA	1
9	709	52	5	70	80	86	NA	1
9	709	53	5	78	72	81	NA	1
9	709	54	5	80	88	81	NA	1
9	709	55	5	82	86	79	NA	1
9	709	56	5	80	86	76	NA	1
9	709	57	5	74	82	78	NA	1
9	709	58	6	NA	NA	NA	NA	NA
9	709	59	6	NA	NA	NA	NA	NA
9	709	60	6	NA	NA	NA	NA	NA
9	709	61	6	80	72	70	NA	1
9	709	62	6	72	77	76	NA	1
9	709	63	6	88	89	83	NA	1
10	710	1	30	67	50	77	NA	1
10	710	2	30	68	83	84	NA	1
10	710	3	30	75	100	80	NA	1
10	710	4	31	15	22	44	1	NA
10	710	5	31	46	74	15	1	NA
10	710	6	31	39	74	46	1	NA
10	710	7	31	17	27	50	1	NA
10	710	8	31	50	79	48	1	NA
10	710	9	31	48	68	49	1	NA
10	710	10	1	18	25	72	1	NA
10	710	11	1	16	25	19	1	NA
10	710	12	1	29	36	23	1	NA
10	710	13	1	72	72	50	NA	1
10	710	14	1	29	41	72	1	NA
10	710	15	1	81	77	81	NA	1
10	710	16	2	66	33	64	NA	1
10	710	17	2	73	57	68	NA	1
10	710	18	2	77	74	79	NA	1
10	710	19	2	70	67	81	NA	1
10	710	20	2	84	77	82	NA	1
10	710	21	2	81	73	79	NA	1
10	710	22	2	89	82	88	NA	1
10	710	23	2	NA	NA	NA	NA	NA
10	710	24	2	36	49	73	NA	1
10	710	25	2	23	62	89	NA	1
10	710	26	2	82	86	90	NA	1
10	710	27	2	87	100	89	NA	1
10	710	28	2	85	81	88	NA	1
10	710	29	2	71	87	100	NA	1
10	710	30	3	60	82	92	NA	1
10	710	31	3	67	89	90	NA	1
10	710	32	3	80	67	87	NA	1
10	710	33	3	61	87	81	NA	1
10	710	34	3	78	86	85	NA	1
10	710	35	3	82	81	91	NA	1
10	710	36	3	84	81	90	NA	1
10	710	37	3	85	87	95	NA	1
10	710	38	3	67	74	86	NA	1
10	710	39	3	65	90	100	NA	1
10	710	40	3	98	100	98	NA	1
10	710	41	3	96	98	92	NA	1
10	710	42	3	48	60	59	NA	1
10	710	43	3	79	57	75	NA	1
10	710	44	4	67	46	92	NA	1
10	710	45	4	70	80	90	NA	1
