"couple"	"ppnr"	"beepnr"	"DayESM"	"happy"	"relaxed"	"enact_respons"	"together_0"	"together_1"
57	57	16	2	65	76	81	NA	1
57	57	17	2	58	73	73	NA	1
57	57	18	2	56	75	73	NA	1
57	57	19	3	50	64	77	1	NA
57	57	20	3	67	77	80	1	NA
57	57	21	3	57	70	76	1	NA
57	57	22	3	64	71	77	1	NA
57	57	23	3	68	69	75	1	NA
57	57	24	3	57	74	77	1	NA
57	57	25	4	58	72	77	1	NA
57	57	26	4	60	66	77	1	NA
57	57	27	4	72	70	72	1	NA
57	57	28	4	55	69	78	1	NA
57	57	29	4	59	74	73	1	NA
57	57	30	4	40	59	74	1	NA
57	57	31	4	33	69	76	1	NA
57	57	32	4	69	77	87	1	NA
57	57	33	4	47	44	78	1	NA
57	57	34	4	63	58	73	1	NA
57	57	35	4	59	75	80	1	NA
57	57	36	4	50	60	76	1	NA
57	57	37	4	54	68	80	1	NA
57	57	38	4	62	74	78	1	NA
57	57	39	5	67	58	72	1	NA
57	57	40	5	52	65	81	1	NA
57	57	41	5	64	66	79	1	NA
57	57	42	5	65	65	76	1	NA
57	57	43	5	71	72	76	1	NA
57	57	44	5	74	80	79	1	NA
57	57	45	5	48	68	79	1	NA
57	57	46	5	62	77	78	1	NA
57	57	47	5	55	66	78	1	NA
57	57	48	5	49	60	77	1	NA
57	57	49	5	52	50	76	1	NA
57	57	50	5	50	15	74	1	NA
57	57	51	5	23	53	79	1	NA
57	57	52	5	0	0	50	1	NA
57	57	53	6	94	90	73	NA	1
57	57	54	6	80	78	84	NA	1
57	57	55	6	71	78	80	NA	1
57	57	56	6	76	76	82	NA	1
57	57	57	6	77	81	81	NA	1
57	57	58	6	58	69	77	NA	1
58	58	1	31	65	69	63	NA	1
58	58	2	31	NA	NA	NA	NA	NA
58	58	3	31	NA	NA	NA	NA	NA
58	58	4	31	NA	NA	NA	NA	NA
58	58	5	1	52	41	100	1	NA
58	58	6	1	51	64	52	1	NA
58	58	7	1	51	59	72	NA	1
58	58	8	1	72	84	74	1	NA
58	58	9	1	69	82	70	1	NA
58	58	10	1	51	100	73	1	NA
58	58	11	2	39	25	60	1	NA
58	58	12	2	NA	NA	NA	NA	NA
58	58	13	2	45	46	59	1	NA
58	58	14	2	48	60	53	1	NA
58	58	15	2	50	50	60	1	NA
58	58	16	2	50	52	55	1	NA
58	58	17	3	19	10	56	1	NA
58	58	18	3	28	16	54	1	NA
58	58	19	3	36	23	59	1	NA
58	58	20	3	33	20	47	1	NA
58	58	21	3	32	10	48	1	NA
58	58	22	3	33	20	70	1	NA
58	58	23	4	NA	NA	NA	NA	NA
58	58	24	4	57	56	60	1	NA
58	58	25	4	50	56	53	1	NA
58	58	26	4	46	52	55	1	NA
58	58	27	4	45	44	53	1	NA
58	58	28	4	41	41	54	1	NA
58	58	29	4	37	19	54	1	NA
58	58	30	4	26	22	65	1	NA
58	58	31	4	NA	NA	NA	NA	NA
58	58	32	4	47	45	54	1	NA
58	58	33	4	58	66	66	1	NA
58	58	34	4	49	66	59	1	NA
58	58	35	4	45	56	52	1	NA
58	58	36	4	41	56	66	1	NA
58	58	37	5	41	27	65	1	NA
58	58	38	5	39	22	47	1	NA
58	58	39	5	44	46	60	1	NA
58	58	40	5	44	32	57	1	NA
58	58	41	5	38	26	56	1	NA
58	58	42	5	47	30	56	1	NA
58	58	43	5	60	51	64	1	NA
58	58	44	5	44	44	58	1	NA
58	58	45	5	56	61	60	1	NA
58	58	46	5	51	53	59	NA	1
58	58	47	5	53	64	56	NA	1
58	58	48	5	NA	NA	NA	NA	NA
58	58	49	5	NA	NA	NA	NA	NA
58	58	50	5	47	50	59	1	NA
58	58	51	6	50	49	78	NA	1
58	58	52	6	52	68	61	NA	1
58	58	53	6	58	59	72	1	NA
58	58	54	6	63	71	69	NA	1
58	58	55	6	65	61	73	NA	1
58	58	56	6	53	77	72	NA	1
59	59	1	6	74	70	74	NA	1
59	59	2	6	67	56	81	NA	1
59	59	3	6	46	42	81	NA	1
59	59	4	6	75	75	87	NA	1
59	59	5	6	48	66	71	NA	1
59	59	6	6	66	52	74	NA	1
59	59	7	7	55	51	83	NA	1
59	59	8	7	62	61	89	NA	1
59	59	9	7	51	34	79	NA	1
59	59	10	7	51	38	78	NA	1
59	59	11	7	48	50	92	NA	1
59	59	12	7	80	66	86	NA	1
59	59	13	8	62	30	98	NA	1
59	59	14	8	72	54	98	NA	1
59	59	15	8	66	65	99	1	NA
59	59	16	8	67	65	100	NA	1
59	59	17	8	71	64	91	NA	1
59	59	18	8	68	70	100	NA	1
59	59	19	9	36	26	100	1	NA
59	59	20	9	49	39	100	1	NA
59	59	21	9	58	24	100	1	NA
59	59	22	9	65	66	100	1	NA
59	59	23	9	64	69	100	1	NA
59	59	24	9	54	49	100	1	NA
59	59	25	10	61	44	100	1	NA
59	59	26	10	61	49	100	1	NA
59	59	27	10	71	44	98	1	NA
59	59	28	10	66	67	99	1	NA
59	59	29	10	56	82	100	1	NA
59	59	30	10	60	71	100	1	NA
59	59	31	11	80	25	100	1	NA
59	59	32	11	86	61	100	NA	1
59	59	33	11	76	73	100	NA	1
59	59	34	11	74	85	100	NA	1
59	59	35	11	79	37	100	NA	1
59	59	36	11	68	50	100	NA	1
59	59	37	11	65	30	100	NA	1
59	59	38	11	80	86	97	NA	1
59	59	39	11	80	75	100	NA	1
59	59	40	11	80	69	100	NA	1
59	59	41	11	72	51	100	NA	1
59	59	42	11	61	87	100	NA	1
59	59	43	11	66	73	100	NA	1
59	59	44	11	56	52	100	NA	1
59	59	45	12	44	11	98	NA	1
59	59	46	12	73	30	100	NA	1
59	59	47	12	47	33	100	NA	1
59	59	48	12	63	59	100	NA	1
59	59	49	12	48	82	100	NA	1
59	59	50	12	62	46	100	NA	1
59	59	51	12	75	24	99	1	NA
59	59	52	12	52	16	100	NA	1
59	59	53	12	59	58	100	NA	1
59	59	54	12	66	51	100	NA	1
59	59	55	12	51	40	100	NA	1
59	59	56	12	54	43	99	NA	1
59	59	57	12	40	38	100	NA	1
59	59	58	12	51	44	99	NA	1
59	59	59	13	52	47	100	NA	1
59	59	60	13	18	12	100	NA	1
59	59	61	13	46	56	100	NA	1
59	59	62	13	53	41	100	NA	1
59	59	63	13	60	64	100	NA	1
59	59	64	13	52	61	100	NA	1
61	61	1	15	79	53	79	NA	1
61	61	2	15	55	84	76	NA	1
61	61	3	15	67	89	65	NA	1
61	61	4	15	67	85	62	NA	1
61	61	5	15	74	80	79	NA	1
61	61	6	16	50	83	81	1	NA
61	61	7	16	64	72	75	1	NA
61	61	8	16	65	51	77	1	NA
61	61	9	16	83	56	83	1	NA
61	61	10	16	84	59	81	1	NA
61	61	11	16	76	68	86	1	NA
61	61	12	17	70	50	80	1	NA
61	61	13	17	81	32	81	1	NA
61	61	14	17	94	68	87	1	NA
61	61	15	17	91	76	90	NA	1
61	61	16	17	82	87	85	NA	1
61	61	17	17	86	79	88	NA	1
61	61	18	18	100	67	88	NA	1
61	61	19	18	48	40	50	NA	1
61	61	20	18	59	63	77	1	NA
61	61	21	18	64	78	80	1	NA
61	61	22	18	66	86	79	1	NA
61	61	23	18	83	79	84	1	NA
61	61	24	18	NA	NA	NA	NA	NA
61	61	25	18	74	90	83	1	NA
61	61	26	18	67	85	89	1	NA
61	61	27	18	90	84	85	1	NA
61	61	28	18	72	66	85	1	NA
61	61	29	18	73	76	82	1	NA
61	61	30	18	79	77	83	1	NA
61	61	31	18	88	89	88	NA	1
61	61	32	19	100	100	100	NA	1
61	61	33	19	100	90	91	NA	1
61	61	34	19	86	73	83	NA	1
61	61	35	19	66	56	76	NA	1
61	61	36	19	72	55	78	NA	1
61	61	37	19	59	55	61	NA	1
61	61	38	19	74	66	80	NA	1
61	61	39	19	74	46	78	NA	1
61	61	40	19	100	32	100	NA	1
61	61	41	19	100	77	82	NA	1
61	61	42	19	100	66	78	NA	1
61	61	43	19	88	46	85	NA	1
61	61	44	19	100	73	76	NA	1
61	61	45	19	86	50	81	NA	1
61	61	46	20	74	54	75	1	NA
61	61	47	20	77	30	86	NA	1
61	61	48	20	78	78	83	NA	1
61	61	49	20	72	64	84	NA	1
61	61	50	20	82	86	88	NA	1
61	61	51	20	85	91	84	NA	1
61	61	52	21	70	85	86	1	NA
61	61	53	21	83	64	82	1	NA
61	61	54	21	80	81	85	1	NA
61	61	55	21	42	34	79	NA	1
61	61	56	21	85	66	84	NA	1
61	61	57	21	87	58	86	NA	1
61	61	58	22	90	76	83	1	NA
61	61	59	22	78	55	86	1	NA
61	61	60	22	84	67	77	1	NA
61	61	61	22	90	60	83	NA	1
61	61	62	22	100	78	88	NA	1
61	61	63	22	100	44	87	NA	1
62	62	1	15	81	88	83	1	NA
62	62	2	15	76	81	86	NA	1
62	62	3	15	77	88	78	NA	1
62	62	4	16	75	84	61	1	NA
62	62	5	16	70	68	72	1	NA
62	62	6	16	70	9	60	1	NA
62	62	7	16	39	48	48	1	NA
62	62	8	16	57	45	43	1	NA
62	62	9	16	6	35	64	1	NA
62	62	10	17	9	12	46	1	NA
62	62	11	17	69	61	62	1	NA
62	62	12	17	68	71	56	1	NA
62	62	13	17	61	79	60	1	NA
62	62	14	17	90	99	77	1	NA
62	62	15	17	82	81	3	1	NA
62	62	16	18	NA	NA	NA	NA	NA
62	62	17	18	8	41	81	NA	1
62	62	18	18	56	32	75	NA	1
62	62	19	18	6	8	83	1	NA
62	62	20	18	78	80	68	1	NA
62	62	21	18	70	77	78	1	NA
62	62	22	18	46	76	70	1	NA
62	62	23	18	68	87	87	1	NA
62	62	24	18	57	56	66	1	NA
62	62	25	18	NA	NA	NA	NA	NA
62	62	26	18	75	78	71	1	NA
62	62	27	18	65	81	71	1	NA
62	62	28	18	65	54	66	1	NA
62	62	29	18	55	49	64	1	NA
62	62	30	19	NA	NA	NA	NA	NA
62	62	31	19	NA	NA	NA	NA	NA
62	62	32	19	31	45	74	NA	1
62	62	33	19	59	55	72	NA	1
62	62	34	19	61	60	72	NA	1
62	62	35	19	44	40	70	NA	1
62	62	36	19	59	55	65	NA	1
62	62	37	19	59	58	66	1	NA
62	62	38	19	50	50	64	NA	1
62	62	39	19	55	63	0	1	NA
62	62	40	19	64	60	78	1	NA
62	62	41	19	56	59	62	1	NA
62	62	42	19	14	32	72	1	NA
62	62	43	19	22	27	80	1	NA
62	62	44	20	NA	NA	NA	NA	NA
62	62	45	20	NA	NA	NA	NA	NA
62	62	46	20	0	23	93	NA	1
62	62	47	20	49	57	88	NA	1
62	62	48	20	60	86	68	NA	1
62	62	49	20	63	71	89	NA	1
62	62	50	21	NA	NA	NA	NA	NA
62	62	51	21	73	69	78	1	NA
62	62	52	21	73	73	74	1	NA
62	62	53	21	65	58	73	1	NA
62	62	54	21	60	60	78	1	NA
62	62	55	21	82	87	76	NA	1
62	62	56	22	58	40	83	1	NA
62	62	57	22	44	33	68	1	NA
62	62	58	22	53	45	74	1	NA
62	62	59	22	47	38	63	1	NA
62	62	60	22	50	46	64	1	NA
62	62	61	22	49	54	63	1	NA
63	63	1	15	77	80	93	1	NA
63	63	2	16	NA	NA	NA	NA	NA
63	63	3	16	95	96	88	1	NA
63	63	4	16	61	74	91	1	NA
63	63	5	16	52	41	90	NA	1
63	63	6	16	73	74	75	NA	1
63	63	7	16	59	60	80	1	1
63	63	8	17	90	98	87	1	NA
63	63	9	17	98	100	78	1	NA
63	63	10	17	100	100	9	1	NA
63	63	11	17	92	1	78	1	NA
63	63	12	17	99	99	75	1	NA
63	63	13	17	96	94	82	1	NA
63	63	14	18	66	47	67	NA	1
63	63	15	18	62	43	82	NA	1
63	63	16	18	79	64	48	NA	1
63	63	17	18	19	29	17	1	NA
63	63	18	18	65	40	33	NA	1
63	63	19	18	74	85	84	1	NA
63	63	20	18	81	86	85	1	NA
63	63	21	18	65	79	64	1	NA
63	63	22	18	75	70	45	NA	1
63	63	23	18	100	100	48	NA	1
63	63	24	18	96	98	61	NA	1
63	63	25	18	74	90	77	NA	1
63	63	26	18	97	100	64	NA	1
63	63	27	18	97	94	67	NA	1
63	63	28	19	34	89	60	NA	1
63	63	29	19	43	99	57	NA	1
63	63	30	19	60	86	76	1	NA
63	63	31	19	54	47	61	NA	1
63	63	32	19	78	100	76	NA	1
63	63	33	19	100	100	98	NA	1
63	63	34	19	81	95	83	NA	1
63	63	35	19	93	100	77	NA	1
63	63	36	19	31	60	78	NA	1
63	63	37	19	70	96	68	NA	1
63	63	38	19	53	56	60	NA	1
63	63	39	19	96	100	100	NA	1
63	63	40	19	70	100	77	NA	1
63	63	41	19	100	100	99	NA	1
63	63	42	20	61	66	79	1	NA
63	63	43	20	78	79	78	1	NA
63	63	44	20	87	100	76	1	NA
63	63	45	20	68	100	76	1	NA
63	63	46	20	73	100	78	1	NA
63	63	47	20	73	100	76	1	NA
63	63	48	21	52	32	73	1	NA
63	63	49	21	9	54	75	1	NA
63	63	50	21	60	59	74	NA	1
63	63	51	21	53	64	57	NA	1
63	63	52	21	66	90	83	1	NA
63	63	53	21	84	97	98	1	NA
63	63	54	22	86	90	81	1	NA
63	63	55	22	90	100	80	1	NA
63	63	56	22	NA	NA	NA	NA	NA
63	63	57	22	71	64	93	NA	1
63	63	58	22	46	48	99	1	NA
63	63	59	22	70	90	91	NA	1
64	64	1	22	89	92	100	NA	1
64	64	2	22	NA	NA	NA	NA	NA
64	64	3	22	94	100	90	1	NA
64	64	4	22	93	92	95	1	NA
64	64	5	22	100	100	86	1	NA
64	64	6	22	97	94	100	1	NA
64	64	7	23	93	88	94	NA	1
64	64	8	23	85	85	99	NA	1
64	64	9	23	81	68	100	NA	1
64	64	10	23	100	95	95	NA	1
64	64	11	23	90	100	94	NA	1
64	64	12	23	79	100	100	NA	1
64	64	13	24	NA	NA	NA	NA	NA
64	64	14	24	NA	NA	NA	NA	NA
64	64	15	24	51	45	100	1	NA
64	64	16	24	18	37	90	1	NA
64	64	17	24	NA	NA	NA	NA	NA
64	64	18	24	55	74	100	1	NA
64	64	19	25	59	51	72	NA	1
64	64	20	25	36	51	82	1	NA
64	64	21	25	61	60	86	NA	1
64	64	22	25	52	56	87	1	NA
64	64	23	25	47	74	100	1	NA
64	64	24	25	51	53	92	1	NA
64	64	25	25	58	36	87	1	NA
64	64	26	25	60	69	90	1	NA
64	64	27	25	56	30	89	1	NA
64	64	28	25	NA	NA	NA	NA	NA
64	64	29	25	NA	NA	NA	NA	NA
64	64	30	25	80	76	88	1	NA
64	64	31	25	50	79	85	1	NA
64	64	32	25	80	84	87	1	NA
64	64	33	26	53	69	84	1	NA
64	64	34	26	67	70	88	NA	1
64	64	35	26	59	74	85	NA	1
64	64	36	26	72	38	66	NA	1
64	64	37	26	53	76	76	1	NA
64	64	38	26	31	81	68	1	NA
64	64	39	26	41	66	72	1	NA
64	64	40	26	35	70	65	1	NA
64	64	41	26	49	48	72	1	NA
64	64	42	26	72	72	84	NA	1
64	64	43	26	72	66	82	NA	1
64	64	44	26	86	77	88	NA	1
64	64	45	26	76	71	87	NA	1
64	64	46	26	85	80	84	NA	1
64	64	47	27	54	56	88	1	NA
64	64	48	27	53	69	78	1	NA
64	64	49	27	59	65	68	1	NA
64	64	50	27	50	61	63	1	NA
64	64	51	27	NA	NA	NA	NA	NA
64	64	52	27	70	65	79	1	NA
64	64	53	28	90	100	89	1	NA
64	64	54	28	66	68	81	1	NA
64	64	55	28	100	100	65	1	NA
64	64	56	28	NA	NA	NA	NA	NA
64	64	57	28	NA	NA	NA	NA	NA
64	64	58	28	82	80	85	1	NA
64	64	59	29	76	69	84	NA	1
64	64	60	29	51	64	87	1	NA
64	64	61	29	48	63	91	1	NA
64	64	62	29	43	25	84	1	NA
64	64	63	29	48	50	84	1	NA
64	64	64	29	78	78	81	1	NA
65	65	1	22	61	71	73	NA	1
65	65	2	22	77	85	67	NA	1
65	65	3	22	78	80	79	NA	1
65	65	4	22	61	85	86	NA	1
65	65	5	22	83	84	86	NA	1
65	65	6	23	52	46	67	1	NA
65	65	7	23	72	46	68	1	NA
65	65	8	23	60	64	69	1	NA
65	65	9	23	59	69	68	1	NA
65	65	10	23	55	50	71	1	NA
65	65	11	23	73	89	71	NA	1
65	65	12	24	53	46	61	1	NA
65	65	13	24	46	41	67	1	NA
65	65	14	24	56	54	67	1	NA
65	65	15	24	60	52	69	1	NA
65	65	16	24	57	37	67	1	NA
65	65	17	24	56	57	61	1	NA
65	65	18	25	66	55	62	1	NA
65	65	19	25	62	50	64	1	NA
65	65	20	25	56	32	64	1	NA
65	65	21	25	55	45	69	1	NA
65	65	22	25	50	17	69	1	NA
65	65	23	25	52	25	61	1	NA
65	65	24	25	54	44	54	1	NA
65	65	25	25	60	50	55	1	NA
65	65	26	25	56	56	63	1	NA
65	65	27	25	56	52	60	1	NA
65	65	28	25	58	53	57	1	NA
65	65	29	25	57	65	75	NA	1
65	65	30	25	53	63	71	NA	1
65	65	31	25	54	22	60	NA	1
65	65	32	26	24	37	63	1	NA
65	65	33	26	36	34	70	1	NA
65	65	34	26	51	35	74	1	NA
65	65	35	26	50	25	71	1	NA
65	65	36	26	28	67	68	1	NA
65	65	37	26	26	50	83	1	NA
65	65	38	26	7	10	63	1	NA
65	65	39	26	40	34	71	1	NA
65	65	40	26	38	34	66	1	NA
65	65	41	26	38	42	57	1	NA
65	65	42	26	31	38	65	1	NA
65	65	43	26	26	31	73	1	NA
65	65	44	26	51	59	72	NA	1
65	65	45	26	35	31	74	NA	1
65	65	46	27	71	55	67	1	NA
65	65	47	27	53	61	60	NA	1
65	65	48	27	51	50	66	1	NA
65	65	49	27	54	55	60	1	NA
65	65	50	27	66	64	64	NA	1
65	65	51	27	66	66	78	NA	1
65	65	52	28	35	60	70	1	NA
65	65	53	28	54	60	71	1	NA
65	65	54	28	63	11	62	1	NA
65	65	55	28	48	51	62	1	NA
65	65	56	28	58	45	64	1	NA
65	65	57	28	64	46	65	1	NA
65	65	58	29	63	24	74	1	NA
65	65	59	29	50	51	75	NA	1
65	65	60	29	63	51	78	NA	1
65	65	61	29	74	71	81	NA	1
65	65	62	29	80	62	83	NA	1
65	65	63	29	87	74	82	NA	1
66	66	1	22	58	49	66	NA	1
66	66	2	22	59	52	62	NA	1
66	66	3	23	39	40	61	1	NA
66	66	4	23	55	50	56	1	NA
66	66	5	23	70	50	63	1	NA
66	66	6	23	64	44	58	1	NA
66	66	7	23	68	60	50	1	NA
66	66	8	23	67	50	57	1	NA
66	66	9	24	58	37	64	1	NA
66	66	10	24	63	50	73	1	NA
66	66	11	24	47	27	65	1	NA
66	66	12	24	56	52	64	NA	1
66	66	13	24	67	54	65	NA	1
66	66	14	24	59	42	68	NA	1
66	66	15	25	60	31	68	1	NA
66	66	16	25	52	26	70	1	NA
66	66	17	25	63	65	63	1	NA
66	66	18	25	71	66	63	1	NA
66	66	19	25	NA	NA	NA	NA	NA
66	66	20	25	75	58	75	1	NA
66	66	21	25	NA	NA	NA	NA	NA
66	66	22	25	84	74	65	1	NA
66	66	23	25	NA	NA	NA	NA	NA
66	66	24	25	86	66	79	1	NA
66	66	25	25	66	76	75	1	NA
66	66	26	25	84	72	76	1	NA
66	66	27	25	87	88	78	1	NA
66	66	28	25	89	80	74	1	NA
66	66	29	26	50	51	73	1	NA
66	66	30	26	65	64	74	1	NA
66	66	31	26	77	73	78	1	NA
66	66	32	26	68	66	75	1	NA
66	66	33	26	69	65	69	1	NA
66	66	34	26	73	77	74	1	NA
66	66	35	26	74	78	76	1	NA
66	66	36	26	71	75	76	1	NA
66	66	37	26	78	74	74	1	NA
66	66	38	26	70	72	75	1	NA
66	66	39	26	36	27	78	1	NA
66	66	40	26	60	53	73	NA	1
66	66	41	26	63	69	71	NA	1
66	66	42	26	62	57	70	NA	1
66	66	43	27	61	64	75	1	NA
66	66	44	27	68	62	74	1	NA
66	66	45	27	70	63	68	1	NA
66	66	46	27	60	61	70	1	NA
66	66	47	27	54	53	61	1	NA
66	66	48	27	52	56	65	1	NA
66	66	49	28	NA	NA	NA	NA	NA
66	66	50	28	64	54	73	1	NA
66	66	51	28	62	56	68	1	NA
66	66	52	28	60	37	66	1	NA
66	66	53	28	49	62	72	1	NA
66	66	54	28	62	52	68	1	NA
66	66	55	29	26	27	68	1	NA
66	66	56	29	20	28	68	1	NA
66	66	57	29	37	30	76	1	NA
66	66	58	29	39	40	69	1	NA
66	66	59	29	59	54	64	1	NA
66	66	60	29	NA	NA	NA	NA	NA
68	68	1	24	NA	NA	NA	NA	NA
68	68	2	24	84	89	82	NA	1
68	68	3	24	92	76	95	NA	1
68	68	4	24	98	98	99	NA	1
68	68	5	25	66	94	94	NA	1
68	68	6	25	41	50	56	NA	1
68	68	7	25	54	40	73	NA	1
68	68	8	25	57	45	67	NA	1
68	68	9	25	48	56	54	1	NA
68	68	10	25	8	11	26	NA	1
68	68	11	25	72	48	92	NA	1
68	68	12	25	100	99	100	NA	1
68	68	13	25	86	78	91	NA	1
68	68	14	25	90	84	100	NA	1
68	68	15	25	75	100	100	1	NA
68	68	16	25	0	0	100	NA	1
68	68	17	25	100	100	100	NA	1
68	68	18	25	100	94	97	NA	1
68	68	19	26	90	74	98	NA	1
68	68	20	26	86	100	98	NA	1
68	68	21	26	100	89	100	NA	1
68	68	22	26	98	100	100	NA	1
68	68	23	26	100	89	100	NA	1
68	68	24	26	100	100	100	NA	1
68	68	25	26	100	98	100	NA	1
68	68	26	26	100	100	78	NA	1
68	68	27	26	100	100	100	NA	1
68	68	28	26	100	100	100	NA	1
68	68	29	26	100	100	100	NA	1
68	68	30	26	100	100	100	NA	1
68	68	31	26	100	100	100	NA	1
68	68	32	26	100	100	55	NA	1
68	68	33	27	6	9	26	NA	1
68	68	34	27	0	3	48	NA	1
68	68	35	27	65	61	77	NA	1
68	68	36	27	62	62	70	NA	1
68	68	37	27	48	57	56	NA	1
68	68	38	27	100	64	24	NA	1
68	68	39	28	NA	NA	NA	NA	NA
68	68	40	28	NA	NA	NA	NA	NA
68	68	41	28	NA	NA	NA	NA	NA
68	68	42	28	NA	NA	NA	NA	NA
68	68	43	28	NA	NA	NA	NA	NA
68	68	44	28	NA	NA	NA	NA	NA
68	68	45	29	56	45	96	1	NA
68	68	46	29	66	30	70	1	NA
68	68	47	29	18	9	64	1	NA
68	68	48	29	25	18	46	1	NA
68	68	49	29	29	9	17	1	NA
68	68	50	29	55	54	78	1	NA
68	68	51	30	0	0	83	NA	1
68	68	52	30	0	0	86	NA	1
68	68	53	30	8	0	99	NA	1
68	68	54	30	11	0	80	NA	1
68	68	55	30	0	0	86	NA	1
68	68	56	30	63	66	55	1	NA
68	68	57	1	47	64	77	NA	1
68	68	58	1	95	86	94	NA	1
68	68	59	1	57	53	100	1	NA
68	68	60	1	100	100	92	NA	1
68	68	61	1	95	100	95	NA	1
68	68	62	1	100	0	0	NA	1
70	70	1	27	100	99	100	NA	1
70	70	2	27	100	82	100	NA	1
70	70	3	27	99	80	100	NA	1
70	70	4	27	100	100	100	NA	1
70	70	5	27	100	100	100	1	NA
70	70	6	27	100	100	100	NA	1
70	70	7	28	52	28	57	1	NA
70	70	8	28	63	83	36	NA	1
70	70	9	28	84	68	100	1	NA
70	70	10	28	100	90	86	1	NA
70	70	11	28	100	100	84	NA	1
70	70	12	28	98	100	98	NA	1
70	70	13	29	100	100	98	NA	1
70	70	14	29	64	91	100	NA	1
70	70	15	29	78	89	99	NA	1
70	70	16	29	100	100	100	NA	1
70	70	17	29	100	100	99	NA	1
70	70	18	29	100	100	100	NA	1
70	70	19	30	86	83	100	1	NA
70	70	20	30	88	87	99	1	NA
70	70	21	30	78	72	100	1	NA
70	70	22	30	80	66	99	NA	1
70	70	23	30	90	87	99	NA	1
70	70	24	30	92	93	100	NA	1
70	70	25	1	100	100	100	NA	1
70	70	26	1	89	88	99	NA	1
70	70	27	1	92	88	100	NA	1
70	70	28	1	100	100	100	1	NA
70	70	29	1	100	100	100	NA	1
70	70	30	1	69	55	100	NA	1
70	70	31	2	91	98	100	NA	1
70	70	32	2	87	100	100	NA	1
70	70	33	2	87	100	99	NA	1
70	70	34	2	87	100	100	NA	1
70	70	35	2	92	94	100	NA	1
70	70	36	2	77	72	100	NA	1
70	70	37	2	99	80	100	NA	1
70	70	38	2	50	50	85	NA	1
70	70	39	2	81	82	99	NA	1
70	70	40	2	13	18	87	NA	1
70	70	41	2	63	35	100	NA	1
70	70	42	2	80	72	100	1	NA
70	70	43	2	76	77	99	1	NA
70	70	44	2	91	100	100	1	NA
70	70	45	3	84	89	100	1	NA
70	70	46	3	84	82	100	1	NA
70	70	47	3	70	78	100	1	NA
70	70	48	3	80	64	100	1	NA
70	70	49	3	69	77	100	1	NA
70	70	50	3	82	75	99	1	NA
70	70	51	3	76	73	100	1	NA
70	70	52	3	90	84	100	1	NA
70	70	53	3	80	88	100	1	NA
70	70	54	3	79	87	100	1	NA
70	70	55	3	83	88	100	1	NA
70	70	56	3	96	95	100	1	NA
70	70	57	3	86	90	100	NA	1
70	70	58	3	86	77	70	NA	1
71	71	1	27	87	74	77	NA	1
71	71	2	27	71	68	96	NA	1
71	71	3	27	NA	NA	NA	NA	NA
71	71	4	27	62	17	93	NA	1
71	71	5	27	100	94	84	NA	1
71	71	6	27	100	100	100	NA	1
71	71	7	28	67	66	75	NA	1
71	71	8	28	79	20	81	NA	1
71	71	9	28	78	30	85	NA	1
71	71	10	28	85	89	90	NA	1
71	71	11	28	73	94	88	NA	1
71	71	12	28	65	79	83	NA	1
71	71	13	29	100	84	80	NA	1
71	71	14	29	68	14	87	NA	1
71	71	15	29	68	44	70	NA	1
71	71	16	29	59	53	78	NA	1
71	71	17	29	100	100	76	NA	1
71	71	18	29	71	69	77	NA	1
71	71	19	30	71	79	95	NA	1
71	71	20	30	55	19	81	1	NA
71	71	21	30	85	78	68	1	NA
71	71	22	30	69	56	13	1	NA
71	71	23	30	96	91	85	1	NA
71	71	24	30	83	74	86	1	NA
71	71	25	1	79	71	100	NA	1
71	71	26	1	93	100	100	NA	1
71	71	27	1	81	76	100	NA	1
71	71	28	1	68	88	75	NA	1
71	71	29	1	69	70	86	NA	1
71	71	30	1	45	78	77	NA	1
71	71	31	2	100	72	88	1	NA
71	71	32	2	90	49	88	1	NA
71	71	33	2	74	28	91	1	NA
71	71	34	2	NA	NA	NA	NA	NA
71	71	35	2	NA	NA	NA	NA	NA
71	71	36	2	85	83	82	1	NA
71	71	37	2	NA	NA	NA	NA	NA
71	71	38	2	NA	NA	NA	NA	NA
71	71	39	2	73	89	77	1	NA
71	71	40	2	86	100	91	NA	1
71	71	41	2	66	75	82	1	NA
71	71	42	2	100	74	87	1	1
71	71	43	2	NA	NA	NA	NA	NA
71	71	44	2	NA	NA	NA	NA	NA
71	71	45	3	88	78	89	1	NA
71	71	46	3	74	95	91	1	NA
71	71	47	3	77	78	79	1	NA
71	71	48	3	100	74	87	1	NA
71	71	49	3	NA	NA	NA	NA	NA
71	71	50	3	NA	NA	NA	NA	NA
71	71	51	3	80	79	91	1	NA
71	71	52	3	82	89	79	1	NA
71	71	53	3	86	85	83	1	NA
71	71	54	3	82	82	85	1	NA
71	71	55	3	76	86	79	1	NA
71	71	56	3	NA	NA	NA	NA	NA
71	71	57	3	NA	NA	NA	NA	NA
71	71	58	3	NA	NA	NA	NA	NA
71	71	59	4	81	85	100	NA	1
71	71	60	4	64	73	43	NA	1
71	71	61	4	76	81	80	1	NA
71	71	62	4	79	43	100	1	NA
71	71	63	4	72	74	87	NA	1
71	71	64	4	97	40	78	NA	1
73	73	1	6	62	60	78	NA	1
73	73	2	6	58	68	72	NA	1
73	73	3	6	49	88	87	NA	1
73	73	4	7	68	67	74	1	NA
73	73	5	7	64	50	73	1	NA
73	73	6	7	53	33	91	1	NA
